Year,Quarter,Region,Model,Units Delivered,Average Price (USD),Production Delay (Days),Battery Type,Drive Type,Color
2013,Q1,Australia,Cybertruck,3248,69202.04,42,Standard,AWD,Silver
2023,Q4,South America,Model S,3046,119248.67,43,Performance,AWD,Blue
2012,Q2,Asia,Semi,1210,71568.49,60,Long Range,RWD,White
2017,Q4,South America,Model Y,3554,70488.7,48,Performance,AWD,Blue
2023,Q2,Australia,Model 3,152,44505.33,37,Performance,RWD,Silver
2016,Q2,South America,Model Y,4654,60146.22,19,Standard,AWD,Green
2019,Q4,Europe,Cybertruck,708,64220.47,27,Standard,AWD,Green
2015,Q4,Australia,Cybertruck,3849,92781.92,24,Long Range,RWD,White
2021,Q4,Asia,Model S,763,103288.47,20,Long Range,AWD,White
2020,Q2,Europe,Model 3,1506,67238.87,13,Long Range,AWD,Red
2013,Q3,Australia,Cybertruck,756,89262.08,46,Performance,RWD,Red
2012,Q4,Australia,Model X,1408,81635.23,57,Standard,AWD,Red
2018,Q3,South America,Model Y,3750,60992.25,7,Long Range,RWD,Black
2012,Q3,Australia,Model Y,4350,119518.67,41,Standard,AWD,Blue
2017,Q1,North America,Model Y,3450,65427.05,52,Performance,AWD,Black
2017,Q1,South America,Model Y,1985,86193.91,16,Long Range,AWD,White
2016,Q3,North America,Semi,3876,104929.37,24,Long Range,RWD,Red
2013,Q1,Europe,Model 3,888,68326.01,54,Performance,AWD,Silver
2016,Q3,South America,Model S,3283,91559.31,30,Standard,AWD,Silver
2017,Q4,Australia,Model 3,1571,58342.04,10,Performance,RWD,White
2016,Q3,North America,Semi,3326,71730.47,57,Standard,RWD,Silver
2024,Q3,South America,Model S,2463,53647.01,51,Standard,AWD,Green
2019,Q1,South America,Model Y,959,51976.67,14,Performance,RWD,Blue
2019,Q1,Australia,Semi,1580,102105.98,30,Performance,AWD,Silver
2018,Q4,North America,Model Y,3941,50375.83,31,Standard,AWD,Black
2016,Q2,North America,Cybertruck,1997,80552.71,53,Long Range,AWD,White
2019,Q2,South America,Model Y,3829,41191.92,58,Performance,AWD,White
2019,Q1,South America,Model Y,4390,101549.67,9,Long Range,AWD,Silver
2013,Q3,Asia,Model X,1446,92043.35,13,Long Range,RWD,Red
2019,Q3,South America,Model X,2043,41816.45,38,Performance,RWD,White
2013,Q4,Australia,Cybertruck,1890,66328.94,8,Long Range,RWD,Silver
2018,Q1,Asia,Semi,650,68007.86,39,Standard,AWD,Blue
2021,Q1,North America,Model Y,2275,101450.33,55,Long Range,AWD,White
2017,Q2,Asia,Cybertruck,4671,82596.19,10,Performance,RWD,Black
2014,Q2,Europe,Model X,3452,83191.54,22,Long Range,AWD,Blue
2020,Q3,Europe,Model Y,960,97671.96,46,Performance,RWD,White
2023,Q3,Asia,Model S,3472,68409.91,38,Performance,RWD,Black
2023,Q1,Europe,Model S,289,103875.64,27,Performance,RWD,Blue
2023,Q4,Asia,Model S,3434,85373.42,60,Performance,AWD,White
2016,Q1,Australia,Model 3,1545,49025.76,33,Long Range,RWD,Blue
2013,Q1,South America,Model 3,4429,83783.86,15,Standard,RWD,Red
2012,Q3,Australia,Cybertruck,3739,69337.95,32,Performance,RWD,Green
2015,Q2,Europe,Model S,392,53931.78,0,Long Range,RWD,Red
2021,Q3,North America,Model S,939,42630.52,37,Long Range,AWD,Red
2022,Q3,Europe,Semi,3939,51586.54,59,Long Range,RWD,Red
2012,Q4,Asia,Cybertruck,61,83921.61,58,Standard,AWD,Blue
2018,Q3,Australia,Model S,4572,56251.7,36,Long Range,RWD,Green
2024,Q3,Europe,Model 3,265,109996.98,1,Performance,AWD,White
2016,Q2,Europe,Model S,4291,113554.77,19,Standard,RWD,Blue
2023,Q1,South America,Model Y,3870,56594.91,31,Performance,RWD,Black
2012,Q3,Europe,Cybertruck,4089,45808.19,18,Standard,AWD,Silver
2015,Q4,Asia,Semi,4029,83787.78,3,Standard,RWD,White
2021,Q4,Asia,Model 3,4003,38902.75,55,Long Range,RWD,Blue
2019,Q3,Asia,Model X,4067,92506.98,7,Long Range,AWD,Silver
2020,Q1,Asia,Model Y,265,68542.6,12,Long Range,AWD,Red
2021,Q1,Asia,Model X,2806,89198.74,12,Long Range,AWD,Black
2020,Q4,Australia,Model 3,4540,37218.09,2,Long Range,RWD,Silver
2015,Q1,Australia,Model X,316,85779.75,13,Standard,AWD,Green
2021,Q3,Australia,Semi,2058,78796.57,18,Standard,RWD,Black
2015,Q1,Europe,Model S,964,112591.7,38,Standard,RWD,Green
2023,Q4,Australia,Model S,2514,48533.55,50,Long Range,AWD,White
2016,Q1,Europe,Model X,4875,75508.03,54,Performance,RWD,Blue
2018,Q3,Australia,Model 3,1756,77216.01,16,Standard,RWD,Silver
2012,Q4,Australia,Model 3,3107,91933.23,23,Long Range,RWD,White
2023,Q3,North America,Semi,2403,118521.69,30,Performance,AWD,Black
2017,Q3,North America,Cybertruck,3864,55336.33,48,Standard,AWD,Red
2015,Q3,Asia,Model X,3243,109712.63,51,Performance,RWD,Blue
2022,Q1,Asia,Cybertruck,2961,114701.65,34,Standard,AWD,Black
2014,Q2,Asia,Semi,2216,83906.98,50,Long Range,RWD,Blue
2016,Q1,Asia,Model 3,1875,72309.75,28,Long Range,RWD,Green
2018,Q3,Australia,Cybertruck,790,116464.74,23,Performance,AWD,Blue
2013,Q4,North America,Model X,4012,112449.86,10,Standard,AWD,Silver
2012,Q1,South America,Model X,1891,79006.89,51,Standard,RWD,Black
2019,Q1,South America,Model Y,4304,97993.37,21,Long Range,RWD,Green
2020,Q3,North America,Semi,3535,81785.31,1,Standard,RWD,Black
2013,Q1,South America,Cybertruck,796,41840.71,43,Long Range,RWD,Black
2016,Q1,Europe,Model 3,818,118957.69,12,Performance,RWD,Black
2017,Q1,Europe,Model 3,2269,110184.87,60,Standard,AWD,Black
2021,Q4,Europe,Semi,3511,47258.0,36,Standard,AWD,White
2024,Q1,Australia,Model Y,3842,66331.15,17,Performance,AWD,White
2014,Q3,South America,Model S,3671,113467.74,3,Long Range,RWD,Blue
2012,Q2,South America,Cybertruck,4610,95385.16,13,Performance,RWD,Silver
2012,Q2,South America,Cybertruck,1828,103956.26,6,Standard,AWD,Blue
2013,Q1,Europe,Model X,1590,37493.54,29,Standard,RWD,Silver
2023,Q4,South America,Model X,4591,43229.38,31,Long Range,RWD,Blue
2023,Q4,Asia,Model 3,3219,65754.68,52,Performance,RWD,Red
2013,Q1,North America,Semi,3404,39486.25,25,Standard,AWD,Red
2018,Q2,North America,Model X,605,103449.41,58,Performance,AWD,White
2023,Q4,Europe,Model X,3801,112132.72,8,Long Range,AWD,Red
2019,Q1,South America,Cybertruck,674,91694.48,43,Long Range,AWD,White
2021,Q1,Australia,Model S,1620,78997.31,14,Performance,RWD,Black
2024,Q1,Australia,Semi,2432,39212.75,1,Long Range,RWD,Black
2013,Q2,North America,Model Y,1748,55485.47,59,Long Range,RWD,Green
2019,Q3,South America,Semi,810,53677.96,44,Performance,AWD,Blue
2015,Q2,Asia,Semi,2400,93750.51,8,Standard,RWD,Blue
2021,Q1,Asia,Cybertruck,751,80639.05,14,Long Range,RWD,White
2017,Q1,Europe,Model X,2281,111745.31,23,Standard,AWD,Blue
2024,Q1,Asia,Model X,4746,65326.8,39,Performance,RWD,Silver
2024,Q1,Europe,Model 3,4538,38759.54,15,Standard,RWD,Black
2013,Q1,North America,Model X,3395,82008.16,60,Standard,RWD,Red
2015,Q1,Europe,Semi,928,47904.49,12,Standard,AWD,White
2016,Q1,Australia,Model S,679,106364.36,18,Long Range,AWD,Green
2013,Q2,Europe,Model X,1979,52944.67,44,Standard,RWD,Silver
2015,Q4,South America,Semi,3127,42498.67,12,Performance,RWD,Silver
2018,Q2,Australia,Model Y,3358,72568.31,6,Standard,RWD,Green
2023,Q3,South America,Semi,1613,111122.4,14,Performance,RWD,Black
2016,Q4,Australia,Model S,3200,58849.38,5,Standard,AWD,White
2021,Q2,South America,Model 3,3239,37253.33,44,Standard,RWD,Black
2022,Q1,Europe,Semi,1047,90167.9,53,Performance,RWD,Silver
2014,Q4,Australia,Model S,4686,97318.12,22,Performance,AWD,Green
2016,Q3,North America,Semi,1002,102774.64,28,Performance,AWD,Silver
2019,Q1,South America,Model S,2217,65692.46,39,Standard,AWD,Silver
2024,Q4,North America,Model X,3807,38589.06,10,Standard,RWD,Red
2021,Q4,South America,Semi,2761,42051.86,50,Performance,RWD,Green
2017,Q3,Europe,Model 3,4967,48248.1,28,Long Range,AWD,Black
2019,Q2,South America,Model S,1572,86034.32,42,Performance,RWD,Blue
2021,Q3,Asia,Model Y,3573,51058.39,38,Long Range,AWD,Blue
2012,Q2,Australia,Model Y,2043,116241.7,33,Long Range,AWD,Black
2014,Q2,South America,Cybertruck,3892,68172.65,7,Long Range,AWD,Blue
2013,Q3,South America,Model Y,2163,63789.11,54,Standard,RWD,Red
2017,Q3,Europe,Model X,296,102242.11,60,Long Range,AWD,Red
2013,Q3,Europe,Model 3,1730,57346.06,50,Standard,RWD,Red
2012,Q4,Asia,Model S,2956,43116.72,34,Standard,AWD,Silver
2015,Q3,Europe,Model S,3773,51162.72,9,Long Range,RWD,Red
2020,Q2,Australia,Model X,4469,94128.81,20,Performance,AWD,Blue
2019,Q1,South America,Model 3,710,87658.28,31,Performance,RWD,White
2020,Q3,Asia,Cybertruck,557,97488.08,10,Standard,AWD,Blue
2021,Q1,North America,Cybertruck,645,101732.78,57,Performance,AWD,Green
2022,Q2,Asia,Model Y,3899,46379.21,52,Performance,AWD,Silver
2013,Q3,Australia,Model 3,139,107250.6,0,Performance,RWD,Green
2013,Q3,South America,Model 3,2958,59423.97,35,Standard,AWD,Green
2017,Q2,Australia,Semi,2658,107933.69,37,Standard,AWD,White
2014,Q2,South America,Model Y,4324,80595.16,5,Standard,AWD,Red
2019,Q4,South America,Semi,3379,75673.5,15,Standard,RWD,White
2019,Q1,Europe,Model S,3351,107452.23,47,Long Range,AWD,Silver
2018,Q3,Asia,Model X,3278,105030.63,40,Performance,RWD,Silver
2013,Q4,South America,Model X,1772,60470.23,44,Performance,RWD,Blue
2023,Q4,Asia,Model S,4038,39672.44,3,Standard,AWD,Blue
2020,Q1,South America,Model X,3480,85446.81,0,Standard,AWD,Green
2019,Q4,Europe,Model 3,3156,105940.4,27,Long Range,RWD,Black
2016,Q1,Asia,Semi,3235,64762.67,27,Long Range,AWD,Red
2015,Q4,Europe,Model S,604,100601.05,16,Performance,RWD,White
2015,Q4,Europe,Model X,3252,83204.26,42,Long Range,AWD,Green
2013,Q1,Australia,Semi,583,83678.37,47,Performance,AWD,Blue
2020,Q4,South America,Model X,516,116659.73,52,Long Range,RWD,Green
2014,Q1,South America,Model 3,1789,81436.83,13,Standard,AWD,Green
2022,Q3,North America,Model S,4556,85175.23,19,Long Range,AWD,Red
2021,Q3,Asia,Model X,1326,95698.09,8,Long Range,RWD,White
2013,Q2,Europe,Semi,1604,113856.92,13,Standard,RWD,Blue
2023,Q1,Europe,Semi,3084,96716.43,11,Performance,AWD,Red
2020,Q1,South America,Cybertruck,3513,104864.38,1,Standard,AWD,Silver
2020,Q2,Asia,Cybertruck,4646,35711.36,34,Performance,RWD,Blue
2022,Q3,South America,Cybertruck,3175,58102.33,17,Standard,AWD,Green
2020,Q2,Australia,Model 3,932,63548.74,39,Long Range,RWD,Silver
2015,Q2,Australia,Model 3,1834,57149.08,43,Long Range,AWD,Silver
2021,Q1,South America,Semi,2920,75000.52,3,Long Range,AWD,Blue
2024,Q3,North America,Cybertruck,2514,59539.76,27,Standard,RWD,Silver
2014,Q4,Europe,Model Y,4952,94337.34,0,Performance,AWD,Silver
2015,Q2,Asia,Model S,4691,95083.62,29,Standard,RWD,White
2016,Q4,Europe,Model S,4154,118256.41,22,Standard,RWD,Red
2024,Q3,Australia,Model Y,4263,93444.85,18,Long Range,AWD,Red
2024,Q1,Asia,Cybertruck,3641,103894.26,28,Performance,RWD,Red
2020,Q2,Australia,Model Y,1843,57958.12,50,Performance,RWD,Blue
2023,Q4,Europe,Model Y,2213,114907.86,47,Long Range,AWD,Red
2014,Q2,Australia,Model 3,4875,93090.02,28,Long Range,AWD,White
2012,Q4,Europe,Model 3,4193,73900.63,20,Long Range,RWD,Green
2023,Q4,Australia,Semi,3672,83645.86,52,Performance,AWD,Blue
2015,Q2,South America,Model S,157,44190.71,48,Standard,RWD,Black
2023,Q2,Europe,Semi,2744,36909.54,19,Performance,RWD,Blue
2021,Q2,Europe,Model X,1859,91255.15,55,Standard,RWD,Black
2023,Q4,South America,Model Y,2642,76794.17,33,Performance,RWD,Black
2018,Q1,Europe,Model 3,1279,57871.36,41,Standard,AWD,Black
2014,Q2,South America,Model X,2725,66128.6,28,Performance,AWD,Black
2017,Q3,Australia,Model S,2338,45301.55,12,Long Range,RWD,Red
2021,Q3,North America,Model S,258,45807.53,11,Standard,AWD,Green
2024,Q1,Australia,Model S,479,93686.2,5,Performance,RWD,Black
2022,Q3,North America,Cybertruck,4727,74807.5,38,Performance,AWD,Blue
2016,Q1,North America,Model X,4636,79354.53,52,Standard,RWD,White
2021,Q2,South America,Model Y,1121,66726.28,40,Performance,AWD,Red
2015,Q1,Asia,Cybertruck,3740,46101.04,51,Standard,AWD,Green
2013,Q2,North America,Semi,1167,104634.83,9,Performance,RWD,White
2017,Q3,South America,Model S,196,69635.13,18,Long Range,AWD,Green
2020,Q1,Asia,Model 3,1875,58002.53,22,Standard,AWD,Silver
2017,Q4,Asia,Model X,4339,35828.97,12,Long Range,RWD,Red
2016,Q3,South America,Semi,1197,99169.41,1,Performance,RWD,White
2020,Q2,Europe,Cybertruck,4746,63479.62,32,Long Range,RWD,Black
2019,Q4,Asia,Model S,3607,51765.11,35,Standard,AWD,Red
2018,Q3,Asia,Model Y,1874,110732.13,27,Standard,AWD,Red
2024,Q3,Australia,Cybertruck,2390,107192.69,16,Long Range,RWD,Black
2018,Q3,Australia,Semi,3271,98856.52,57,Long Range,RWD,White
2021,Q2,South America,Model 3,2349,110781.42,41,Long Range,AWD,Black
2019,Q3,North America,Model Y,1817,53987.85,15,Long Range,AWD,Red
2013,Q4,Asia,Model X,4474,88353.06,40,Standard,RWD,Red
2018,Q2,Europe,Model X,1117,80675.21,27,Long Range,AWD,Black
2022,Q1,Australia,Model 3,4128,92851.34,48,Standard,AWD,Blue
2013,Q2,Europe,Model X,4818,94970.02,52,Long Range,RWD,Black
2017,Q4,South America,Model S,4653,55761.83,33,Performance,AWD,Blue
2017,Q1,South America,Cybertruck,1682,81162.5,24,Standard,RWD,Silver
2019,Q3,South America,Model Y,1794,82200.77,41,Standard,RWD,Red
2018,Q1,North America,Model X,4268,101845.78,32,Performance,AWD,White
2013,Q2,South America,Cybertruck,4951,99452.94,29,Performance,AWD,White
2017,Q2,Australia,Model S,2321,94511.83,50,Performance,RWD,Green
2019,Q4,Europe,Model S,3823,55599.76,48,Standard,RWD,Blue
2014,Q2,Europe,Semi,2685,69434.99,7,Standard,RWD,Black
2014,Q4,Europe,Semi,4237,73168.89,9,Long Range,RWD,Blue
2012,Q4,Australia,Model X,2211,54365.12,58,Long Range,AWD,White
2023,Q1,Europe,Semi,1390,53109.43,11,Standard,AWD,Black
2014,Q1,Australia,Model 3,4208,96122.87,21,Performance,AWD,White
2022,Q4,Australia,Cybertruck,2885,79888.14,14,Standard,RWD,Blue
2019,Q4,Asia,Model Y,2251,54737.66,42,Long Range,AWD,Silver
2022,Q3,Europe,Model S,434,84419.66,14,Performance,AWD,White
2023,Q2,South America,Model 3,4882,81959.11,23,Long Range,RWD,Blue
2022,Q2,Europe,Cybertruck,117,112769.92,23,Standard,RWD,Black
2022,Q3,Asia,Model X,1124,84788.27,23,Performance,AWD,White
2020,Q4,South America,Semi,2155,103243.85,4,Performance,RWD,Red
2014,Q3,Australia,Model 3,311,50320.03,49,Long Range,RWD,Silver
2022,Q2,Asia,Model X,4651,71507.35,22,Long Range,RWD,Silver
2014,Q1,South America,Model 3,1847,76222.55,1,Long Range,RWD,Red
2017,Q1,North America,Model Y,1147,64234.34,24,Performance,RWD,Red
2012,Q4,Europe,Semi,3856,78472.75,25,Standard,AWD,Silver
2020,Q4,Asia,Semi,1789,66849.76,19,Standard,RWD,Silver
2020,Q4,Australia,Cybertruck,4285,41476.24,21,Performance,AWD,Silver
2021,Q3,Asia,Model X,4654,83497.52,3,Standard,AWD,Silver
2020,Q2,South America,Model Y,699,103481.46,0,Long Range,AWD,Green
2018,Q2,Asia,Model X,1843,74194.37,51,Standard,AWD,Green
2017,Q3,Australia,Model X,1963,112222.24,56,Performance,AWD,White
2020,Q1,South America,Cybertruck,4045,103146.23,58,Performance,AWD,White
2017,Q4,North America,Model X,3345,118874.7,56,Standard,AWD,Red
2015,Q4,North America,Cybertruck,3465,119503.48,56,Standard,RWD,Blue
2016,Q4,North America,Model S,1242,68470.54,1,Performance,RWD,Blue
2019,Q4,Europe,Model S,1256,94912.49,32,Long Range,AWD,Silver
2019,Q3,Australia,Cybertruck,4336,108241.1,33,Standard,RWD,White
2022,Q2,South America,Model 3,3797,62169.25,5,Standard,RWD,Red
2021,Q1,Australia,Model S,1345,96607.97,19,Performance,AWD,White
2024,Q3,Asia,Model Y,2359,46873.84,55,Long Range,AWD,Blue
2014,Q2,Australia,Cybertruck,2626,114534.62,18,Performance,AWD,Blue
2021,Q3,Europe,Cybertruck,3917,36876.03,27,Performance,RWD,Red
2012,Q3,South America,Semi,4963,89946.89,7,Performance,AWD,White
2017,Q4,Europe,Model Y,137,110735.79,4,Standard,RWD,Red
2020,Q3,Australia,Cybertruck,3666,65898.45,13,Standard,AWD,White
2012,Q1,South America,Model Y,2115,107118.56,54,Performance,RWD,Silver
2017,Q3,Australia,Cybertruck,3382,105262.48,6,Long Range,RWD,Silver
2014,Q2,Australia,Model S,4901,88293.56,45,Standard,AWD,Black
2014,Q2,Australia,Model X,4360,42237.05,50,Long Range,RWD,Black
2017,Q2,Australia,Model S,383,40820.48,5,Performance,AWD,Black
2024,Q4,Asia,Model 3,829,40115.4,2,Long Range,RWD,White
2013,Q1,North America,Model X,240,91451.56,19,Standard,AWD,Black
2019,Q2,South America,Model S,3644,87400.21,6,Long Range,AWD,Blue
2020,Q2,Asia,Cybertruck,2011,63841.43,38,Standard,AWD,Blue
2024,Q1,Australia,Cybertruck,1633,65264.29,26,Standard,RWD,White
2019,Q3,Australia,Model Y,3600,112298.44,58,Long Range,AWD,Red
2013,Q3,South America,Model Y,4443,36798.38,46,Long Range,RWD,Red
2016,Q2,South America,Model X,2349,69910.91,38,Standard,RWD,Blue
2017,Q2,South America,Semi,1354,74282.82,30,Performance,RWD,Red
2024,Q4,South America,Model Y,602,103069.54,34,Long Range,RWD,Green
2022,Q1,Australia,Model 3,2762,37205.84,49,Long Range,RWD,Green
2020,Q4,Europe,Model Y,4626,57382.79,28,Performance,AWD,White
2021,Q1,Asia,Model 3,1644,99611.59,7,Performance,AWD,White
2024,Q3,Asia,Model Y,1035,107679.69,58,Long Range,RWD,Red
2014,Q1,Europe,Semi,930,112378.72,51,Standard,RWD,Black
2014,Q3,North America,Model S,3623,107207.3,29,Standard,RWD,White
2013,Q4,South America,Model 3,691,119656.4,21,Long Range,AWD,Silver
2018,Q1,Australia,Model S,3741,41576.56,60,Long Range,RWD,Green
2022,Q3,Asia,Model 3,2299,40221.32,56,Performance,RWD,Green
2015,Q1,South America,Model Y,4308,52160.34,3,Standard,RWD,Green
2019,Q2,Europe,Model X,4736,113218.51,26,Standard,AWD,White
2017,Q4,North America,Cybertruck,1191,100624.0,21,Standard,AWD,Blue
2013,Q1,Europe,Model Y,2237,84563.49,28,Standard,RWD,White
2023,Q2,North America,Semi,2081,116414.76,4,Performance,AWD,Black
2024,Q1,North America,Model 3,3047,37355.57,41,Performance,AWD,Black
2016,Q3,Australia,Model S,4738,112167.9,60,Long Range,RWD,Silver
2021,Q3,Asia,Model X,1567,89926.67,35,Standard,RWD,Black
2018,Q1,South America,Model S,3168,102308.39,11,Long Range,AWD,Black
2021,Q1,Asia,Cybertruck,4387,60552.95,7,Performance,RWD,Silver
2013,Q4,South America,Model 3,4472,102447.56,31,Standard,AWD,Red
2012,Q3,Asia,Model Y,2390,86994.1,20,Performance,AWD,Red
2013,Q3,North America,Model 3,3914,115070.6,1,Standard,RWD,Black
2020,Q4,Asia,Semi,420,39704.9,31,Long Range,AWD,Black
2016,Q2,Asia,Model Y,1460,107913.49,10,Long Range,RWD,Blue
2019,Q3,South America,Model 3,2550,92951.56,42,Standard,RWD,Black
2021,Q4,Europe,Model X,4985,76843.67,10,Standard,AWD,Black
2017,Q3,Asia,Semi,4916,61492.87,17,Performance,RWD,Black
2023,Q4,Europe,Model Y,4484,63923.39,14,Performance,AWD,Red
2019,Q1,Australia,Model S,3012,87876.7,5,Performance,AWD,Black
2023,Q2,Asia,Model S,689,111105.29,28,Standard,AWD,Red
2020,Q4,Australia,Model 3,56,98754.24,1,Performance,RWD,White
2013,Q1,North America,Model 3,4354,60941.41,41,Standard,AWD,White
2014,Q1,North America,Model 3,157,107038.57,53,Long Range,AWD,Black
2023,Q4,Asia,Semi,2115,113571.56,51,Long Range,AWD,Black
2014,Q4,North America,Semi,155,105308.88,32,Performance,RWD,Green
2013,Q2,South America,Semi,116,61437.49,56,Performance,RWD,Black
2015,Q2,North America,Model 3,824,38333.31,23,Standard,AWD,Blue
2022,Q4,Australia,Semi,2024,43717.44,2,Standard,RWD,White
2019,Q2,Asia,Model S,3997,115217.25,51,Standard,AWD,Black
2016,Q2,Australia,Model S,652,68849.98,27,Performance,RWD,Green
2019,Q1,North America,Model 3,4255,87242.14,34,Standard,AWD,Black
2015,Q3,Europe,Model 3,3472,60678.84,1,Standard,RWD,Green
2014,Q3,North America,Model Y,2164,55238.36,11,Standard,AWD,Silver
2012,Q2,Australia,Semi,4594,75414.66,47,Performance,RWD,Red
2019,Q4,Australia,Model X,3554,82905.87,58,Long Range,RWD,Silver
2014,Q3,Asia,Model X,3882,67218.94,18,Long Range,RWD,Green
2012,Q3,Australia,Semi,3053,54320.18,56,Long Range,AWD,Red
2014,Q1,Europe,Model S,2249,51224.1,3,Long Range,RWD,Silver
2024,Q4,Europe,Model Y,1055,82359.01,3,Long Range,AWD,Red
2012,Q4,Asia,Model S,3318,64585.18,8,Long Range,RWD,White
2019,Q1,North America,Model S,4698,80025.9,17,Long Range,AWD,Blue
2015,Q2,Australia,Model S,3267,48138.66,13,Long Range,RWD,Red
2019,Q4,North America,Model Y,165,57827.5,24,Performance,RWD,Red
2019,Q2,Australia,Semi,1466,46848.92,20,Long Range,RWD,Blue
2021,Q1,Australia,Model S,3458,83088.73,7,Standard,AWD,Black
2013,Q4,Asia,Cybertruck,2289,70343.91,6,Long Range,AWD,Green
2013,Q4,South America,Semi,289,71004.64,42,Performance,AWD,Black
2021,Q4,Asia,Model S,199,100897.62,42,Standard,AWD,Red
2013,Q2,Asia,Model Y,3422,46433.08,26,Performance,RWD,Red
2022,Q3,Australia,Model X,3200,84814.7,33,Long Range,AWD,Black
2023,Q2,Australia,Model 3,816,72961.33,17,Standard,AWD,Black
2024,Q2,Asia,Cybertruck,2140,71041.01,29,Performance,AWD,Green
2016,Q2,Europe,Model S,699,65811.19,19,Long Range,RWD,Green
2016,Q2,Europe,Cybertruck,2318,64483.02,41,Standard,AWD,Silver
2019,Q4,Asia,Model 3,3669,53436.38,56,Standard,AWD,Red
2012,Q1,Australia,Cybertruck,332,114656.98,29,Standard,AWD,Silver
2017,Q1,Asia,Model Y,3012,110142.62,14,Long Range,AWD,Red
2015,Q1,Australia,Model S,652,80889.37,37,Performance,AWD,White
2020,Q4,Australia,Semi,885,69651.91,26,Standard,AWD,Silver
2019,Q1,South America,Model X,2764,76015.29,36,Standard,AWD,White
2024,Q1,Australia,Model 3,2870,87058.66,14,Standard,AWD,Red
2013,Q1,North America,Model 3,2723,112203.32,1,Long Range,RWD,Green
2016,Q3,Europe,Model X,2307,108250.85,34,Standard,RWD,Blue
2019,Q1,South America,Model S,2763,40417.94,34,Performance,AWD,Green
2017,Q4,Asia,Model 3,595,40236.54,2,Standard,RWD,Blue
2014,Q1,Australia,Model X,1710,101454.06,52,Long Range,RWD,White
2024,Q2,South America,Model 3,1270,58322.48,52,Standard,AWD,Red
2022,Q2,South America,Model X,1001,61231.17,8,Performance,AWD,Red
2021,Q4,Australia,Model S,1501,110404.26,39,Standard,AWD,Blue
2019,Q2,North America,Semi,4028,106673.05,11,Standard,AWD,Blue
2022,Q3,South America,Semi,3810,51395.41,5,Standard,AWD,White
